Unnamed: 0,text,sentiment,label,cleaned_text
374,"achchhit tarah ki chikitsath medical employees ke uch st  riy svanasyki aur physical fitness sunishchit karegi aur accidents ki high kam karegi absenteeism ghategi aur labour utpadan standards
",positive,2,achchhit tarah ki chikitsath medical employees ke uch st riy svanasyki aur physical fitness sunishchit karegi aur accidents ki high kam karegi absenteeism ghategi aur labour utpadan standards
375,"uske blood ka flow skin by increasing tvcha ki redness
",neutral,1,uske blood ka flow skin by increasing tvcha ki redness
376,"vah apne karyon ke jarie tatha vidyarthiyon ko apni kshamta arjit karne men madad karne ke lie jnjan prdan karke vatavaran ko sakaratmak tarike se prbhavit karne ka kary karta hai.
",positive,2,vah apne karyon ke jarie tatha vidyarthiyon ko apni kshamta arjit karne men madad karne ke lie jnjan prdan karke vatavaran ko sakaratmak tarike se prbhavit karne ka kary karta hai
377,"poor children ke lie ek new computer center chaloo hone vala hai.
",negative,0,poor children ke lie ek new computer center chaloo hone vala hai
378,"rajiv gandhi advocate prshikshan hetu aavedan karna
",neutral,1,rajiv gandhi advocate prshikshan hetu aavedan karna
379,"is period ka only communication upadan factor tha jo mauryan period men prarnbh kiya gaya tha kyonki stable government ne empire ke various bhagon men sncharan sunishchit kiya tha tatha active internal factor ko protsahit kiya tha.
",positive,2,is period ka only communication upadan factor tha jo mauryan period men prarnbh kiya gaya tha kyonki stable government ne empire ke various bhagon men sncharan sunishchit kiya tha tatha active internal factor ko protsahit kiya tha
380,"finance bill 29 march 2000 ko published kiya gaya tha.
",neutral,1,finance bill march ko published kiya gaya tha
381,"aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe world men neamat lord aur aairat men savab lord aur doza ki bag se bacha
",positive,2,aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe world men neamat lord aur aairat men savab lord aur doza ki bag se bacha
382,"astonished in media knpniyon ki hava nikal di.
",positive,2,astonished in media knpniyon ki hava nikal di
383,"prkar column on startup par show disk view
",neutral,1,prkar column on startup par show disk view
384,"ladies aur sajjno, toast ham sab milakra
",positive,2,ladies aur sajjno toast ham sab milakra
385,"arbudchhedan treatment ka good option hai
",positive,2,arbudchhedan treatment ka good option hai
386,"gandhiji ke non cooperation chhirne ke bad ve gandhiji ke ways aur violent cooperation men se apne lie rasta azad lage.
",negative,0,gandhiji ke non cooperation chhirne ke bad ve gandhiji ke ways aur violent cooperation men se apne lie rasta azad lage
387,"arab israeli war ne in visiting these countries karne se paryatak ko door rakha.
",negative,0,arab israeli war ne in visiting these countries karne se paryatak ko door rakha
388,"joint forest management committees ne aksar tribal resources ko pichhara aur abhavagrast banane vale forest snsadhnon ke exploitation ko samapt karne men key role nibhaee hai.
",negative,0,joint forest management committees ne aksar tribal resources ko pichhara aur abhavagrast banane vale forest snsadhnon ke exploitation ko samapt karne men key role nibhaee hai
389,"aesa nahin kaha ja sakta hai ki yah product india men unknown tha
",neutral,1,aesa nahin kaha ja sakta hai ki yah product india men unknown tha
390,"ae rasool  kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain  magar usse kya hota hai  balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin
",positive,2,ae rasool kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain magar usse kya hota hai balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin
391,"lagatar do months tak vah fell ill
",negative,0,lagatar do months tak vah fell ill
392,"yadi yah saty par niyat kiya jata hai, icon and list drishy shows folders prior ko failen ke pahle dikhaega
",positive,2,yadi yah saty par niyat kiya jata hai icon and list drishy shows folders prior ko failen ke pahle dikhaega
393,"bahy roop se chaturbhuj open court ek prakar se ghira hota hai jismen ek vihar, ya malika hoti hai jise sthaniy roop se locally called nalambalam kaha jata hain
",neutral,1,bahy roop se chaturbhuj open court ek prakar se ghira hota hai jismen ek vihar ya malika hoti hai jise sthaniy roop se locally called nalambalam kaha jata hain
394,"aur shayad aap sabhi men bhi vah hota hai, aur agar vah aapke pas nahin hai to aapko uski aavashyakta hai.
",neutral,1,aur shayad aap sabhi men bhi vah hota hai aur agar vah aapke pas nahin hai to aapko uski aavashyakta hai
395,"saman roop se evident introspection ke lie grounds hain.
",neutral,1,saman roop se evident introspection ke lie grounds hain
396,"citizens ne khud ko political protests men aayojit kiya aur
",negative,0,citizens ne khud ko political protests men aayojit kiya aur
397,"india government ke pas country ki defence ke lie adequate plans v intjam n the
",negative,0,india government ke pas country ki defence ke lie adequate plans v intjam n the
398,"athva basav ki bat sunen, jar per ka mukh hai, jar ko sincho aur dekho vah choti par hara-bhra ho jata hai.
",positive,2,athva basav ki bat sunen jar per ka mukh hai jar ko sincho aur dekho vah choti par harabhra ho jata hai
399,"aur ham ahle saba aur sham ki un bastiyon ke darmiyan jinmen hamne barakat ata ki thi aur chand bastiyan sre rah aabad ki thi jo baham numaya thin aur hamne unmen aamad v rapht ki rah murrar ki thi ki unmen raton ko dinon ko jab ji chahe bekhatke chalo phiro
",positive,2,aur ham ahle saba aur sham ki un bastiyon ke darmiyan jinmen hamne barakat ata ki thi aur chand bastiyan sre rah aabad ki thi jo baham numaya thin aur hamne unmen aamad v rapht ki rah murrar ki thi ki unmen raton ko dinon ko jab ji chahe bekhatke chalo phiro
400,"aur bahut talk ho rahin hain ki yah conference lot asadharan hai, kayapalat kar deti hai,
",neutral,1,aur bahut talk ho rahin hain ki yah conference lot asadharan hai kayapalat kar deti hai
401,"work anything kaha :  ki ukt patr ka 28 day 1883 ka ank poori tarah best responsibility par taiyar huaa aur chhapa  best sarvadhik knowledge , soochna aur belief ke anusar ramcoomar periodical ne issue se pahle iske editorial ki samagri ko nahin paa
",positive,2,work anything kaha ki ukt patr ka day ka ank poori tarah best responsibility par taiyar huaa aur chhapa best sarvadhik knowledge soochna aur belief ke anusar ramcoomar periodical ne issue se pahle iske editorial ki samagri ko nahin paa
402,"bas karnival aur naiph ke lie
",neutral,1,bas karnival aur naiph ke lie
403,"115kakh 1 jahan kisi assessee ki, jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund,
",neutral,1,kakh jahan kisi assessee ki jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund
404,"is cell par validity tests hataen
",neutral,1,is cell par validity tests hataen
405,"yahan sthit krishna temple , pattabhiram temple , hazara ram chndr aur chndr shekhar temple bhi yahan ke jain temple hain jo other examples hain.
",neutral,1,yahan sthit krishna temple pattabhiram temple hazara ram chndr aur chndr shekhar temple bhi yahan ke jain temple hain jo other examples hain
406,"ve kahte hai ,  ae vyakti , jisapar remembrance avatrit huaa , tum nishchay hi mad ho !
",negative,0,ve kahte hai ae vyakti jisapar remembrance avatrit huaa tum nishchay hi mad ho
407,"financial matters men time ki ghadi.
",negative,0,financial matters men time ki ghadi
408,"jab various types ke works ke lie ek hi composite tender jari kiya jata ho.
",neutral,1,jab various types ke works ke lie ek hi composite tender jari kiya jata ho
409,"aap prat 10 sharp vahan ho tej
",neutral,1,aap prat sharp vahan ho tej
410,"agar i kuchh covered nahin kiya hai , par ek comment likhne ke lie free something karta hoon
",positive,2,agar i kuchh covered nahin kiya hai par ek comment likhne ke lie free something karta hoon
411,"is possessions men  un poor approval ka god bhi hai jo apne homes se aur malon se nikale  aur favor kie  ge  aur  uda ke fazal v ushnoodi ke messenger hain aur uda ki aur uske rasool ki aid karte hain yahi log sachche sincere hain aur  unka bhi god hai
",positive,2,is possessions men un poor approval ka god bhi hai jo apne homes se aur malon se nikale aur favor kie ge aur uda ke fazal v ushnoodi ke messenger hain aur uda ki aur uske rasool ki aid karte hain yahi log sachche sincere hain aur unka bhi god hai
412,"i ne pap kiya hai , innocent blood ko dhokha diya hai
",negative,0,i ne pap kiya hai innocent blood ko dhokha diya hai
413,"companies dvara unke dvara kamae ge profitspoonji profits par diya jane vala tax
",positive,2,companies dvara unke dvara kamae ge profitspoonji profits par diya jane vala tax
414,"military action itni chhitri huee aur chhutput thi ki hamari janta , jinka n koee neta tha aur n hi jiske pas door-draj ke ilakon tak snchar ke koee sadhan the , shayad spasht roop se yah janti tak nahin thi ki unke desh ko ya ho raha
",positive,2,military action itni chhitri huee aur chhutput thi ki hamari janta jinka n koee neta tha aur n hi jiske pas doordraj ke ilakon tak snchar ke koee sadhan the shayad spasht roop se yah janti tak nahin thi ki unke desh ko ya ho raha
415,"example ke lie silicon valley men parampaphrik indian takniki udymi dvara ek mahatvalpoorn kshetr significant kiya gaya ethnic
",positive,2,example ke lie silicon valley men parampaphrik indian takniki udymi dvara ek mahatvalpoorn kshetr significant kiya gaya ethnic
416,"vah bare gusse se phir phuskara.
",neutral,1,vah bare gusse se phir phuskara
417,"jo koee achchha virtue brings aaya use usse uttam prapt hoga , aur jo bura aacharan brings aaya to misdeeds karnevalon ko to vas vahi milega jo ve karte the
",positive,2,jo koee achchha virtue brings aaya use usse uttam prapt hoga aur jo bura aacharan brings aaya to misdeeds karnevalon ko to vas vahi milega jo ve karte the
418,"debenture bond ke bare men i samast complete hai.
",neutral,1,debenture bond ke bare men i samast complete hai
419,"islie i ek number line khichne ja raha hoo , aur
",positive,2,islie i ek number line khichne ja raha hoo aur
420,"us kid ke vishay paper jise yahapatr mila
",neutral,1,us kid ke vishay paper jise yahapatr mila
421,"4 ka square , kaun si snkhya ya kaun si positive snkhya
",positive,2,ka square kaun si snkhya ya kaun si positive snkhya
422,"vo taiwan vale babies jitne good the
",positive,2,vo taiwan vale babies jitne good the
423,"aap ise store nahi kar sakte.
",neutral,1,aap ise store nahi kar sakte
424,"god yadi hai , to vah yah chinta nahin karega ki tum uske astitv ko svikar karte ho ya asvikar.
",negative,0,god yadi hai to vah yah chinta nahin karega ki tum uske astitv ko svikar karte ho ya asvikar
425,"isi tarah vishv-chitr bhi keval self ignorance ke world ke picture aatma ke reflected light men hi dikhaee parta hai.
",negative,0,isi tarah vishvchitr bhi keval self ignorance ke world ke picture aatma ke reflected light men hi dikhaee parta hai
426,"earlier ek day pahle unke fourth son bhupendranath ki thirteen varsh ki age men premature death ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",negative,0,earlier ek day pahle unke fourth son bhupendranath ki thirteen varsh ki age men premature death ne bhi jald hi unki jivanlila samapt karne men madad ki hogi
427,"ata families samajh sakte hain ki employment jutane , critical development , social justice , women welfare , karigron aur unki kala ko preservation tatha protsahan aur critical logon ka shahron tatha nagron ki taraph migration par ankush lagane jese several national realization ko prapt karne ke abhiyan men handloom sector kitna mahatvpoorn hai.
",positive,2,ata families samajh sakte hain ki employment jutane critical development social justice women welfare karigron aur unki kala ko preservation tatha protsahan aur critical logon ka shahron tatha nagron ki taraph migration par ankush lagane jese several national realization ko prapt karne ke abhiyan men handloom sector kitna mahatvpoorn hai
428,". iske atiriktak changes data men parivartan ya correction ke lie requests ya ne changes card ke lie requests  maujooda changes ke lie  bhi internet ke madhyapam se kiya ja sakta hai.
",neutral,1,iske atiriktak changes data men parivartan ya correction ke lie requests ya ne changes card ke lie requests maujooda changes ke lie bhi internet ke madhyapam se kiya ja sakta hai
429,"clinician jitna anubhvi hoga uske dvara ki gayi physical examination bhi utni hi satik hogi
",positive,2,clinician jitna anubhvi hoga uske dvara ki gayi physical examination bhi utni hi satik hogi
430,"many men kee service candidate ke lie hone vali parikshaon men general knowledge ke civil akasar poochhe jate hain.
",neutral,1,many men kee service candidate ke lie hone vali parikshaon men general knowledge ke civil akasar poochhe jate hain
431,"kheti, udyog tatha rashtriy prvritti ke any vibhagon men sahkarita ki bhavna ko protsahan dena chahiye, jisse svdhin bharat sahkari prjatntr ka roop grahan kar sake.
",positive,2,kheti udyog tatha rashtriy prvritti ke any vibhagon men sahkarita ki bhavna ko protsahan dena chahiye jisse svdhin bharat sahkari prjatntr ka roop grahan kar sake
432,"parntu vishvas share , ham sabhi men ek avishvasniy powerful thing hai -
",positive,2,parntu vishvas share ham sabhi men ek avishvasniy powerful thing hai
433,"aap uski teenage ke dauran , jo kabhi-kbhi bari difficult avastha hoti hai , usse apna sometimes antrng relationship sthapit kar sakte hain
",negative,0,aap uski teenage ke dauran jo kabhikbhi bari difficult avastha hoti hai usse apna sometimes antrng relationship sthapit kar sakte hain
434,"bahut chhote change in time men, ham ek roughly taur par nirntar hai
",neutral,1,bahut chhote change in time men ham ek roughly taur par nirntar hai
435,"savitri ke love ki strength se chakit hokar rid isi ke sath usse pichha chhurane ki utkat ichchha se series ne use kee vardan sons aur unhin boons ke course men savitri ne ek psychological moment men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho.
",positive,2,savitri ke love ki strength se chakit hokar rid isi ke sath usse pichha chhurane ki utkat ichchha se series ne use kee vardan sons aur unhin boons ke course men savitri ne ek psychological moment men unse yah bhi svikar karaya ki use satyvan se sau putron ki prapti ho
436,"kya tumne dekha nahin ki ve distract valley men bahke phirte hain ,
",negative,0,kya tumne dekha nahin ki ve distract valley men bahke phirte hain
437,"amount ke vitaran ke bare men taiyar ki gee information on amount
",neutral,1,amount ke vitaran ke bare men taiyar ki gee information on amount
438,"menu mad v items ke liye label jo is activate this action karta hai
",neutral,1,menu mad v items ke liye label jo is activate this action karta hai
439,"par jo patient unki bat mane nahin, uske lie ve kya kar sakte the
",neutral,1,par jo patient unki bat mane nahin uske lie ve kya kar sakte the
440,"aur  unke jhuthlane se  i hesitant ruk jae aur meri tongue  achchhi tarah  n chale to haroon ke pas paiam bhej de  ki i sath de
",positive,2,aur unke jhuthlane se i hesitant ruk jae aur meri tongue achchhi tarah n chale to haroon ke pas paiam bhej de ki i sath de
441,"jo vajib hukook se mal men bukhl karne vala had se bane vala din men sha karne vala tha
",negative,0,jo vajib hukook se mal men bukhl karne vala had se bane vala din men sha karne vala tha
442,"aur yah ki meri bandgi karo  yahi straight path hai
",positive,2,aur yah ki meri bandgi karo yahi straight path hai
443,"tisra, aetihasik roop se islamvad ka marksvad aur leninvad se aetihasik aur darshnik sambandh hai. misr ke islamvadi chintak saiyad kutb ne itihas ke marksvadi vikas ke charan ki avdharna ko svikar kiya tha aur ise matr islami svroop diya aur unhonne bhavishyvani ki thi ki poonjivad aur kamyunijm ke patan ke uprant shashvat islami yug aayega. 1978-79 ki eerani kranti ke pichhe prmukh bauddhik vyakti ali shariyati ne che guvera, phranj phanon aur jin pal sartar ka pharsi men anuvad kiya tha. isse bhi vistrit roop men eerani vishleshak ajar naphisi ne paya ki islamvad,  apni bhasha, uddeshy aur prerna marksvad ke najuk svroop se leta hai jitna ki yah dharm se. iske neta lenin, sarter , stalin aur phainon se bhi prbhavit hain jaise paigambar se.
",positive,2,tisra aetihasik roop se islamvad ka marksvad aur leninvad se aetihasik aur darshnik sambandh hai misr ke islamvadi chintak saiyad kutb ne itihas ke marksvadi vikas ke charan ki avdharna ko svikar kiya tha aur ise matr islami svroop diya aur unhonne bhavishyvani ki thi ki poonjivad aur kamyunijm ke patan ke uprant shashvat islami yug aayega ki eerani kranti ke pichhe prmukh bauddhik vyakti ali shariyati ne che guvera phranj phanon aur jin pal sartar ka pharsi men anuvad kiya tha isse bhi vistrit roop men eerani vishleshak ajar naphisi ne paya ki islamvad apni bhasha uddeshy aur prerna marksvad ke najuk svroop se leta hai jitna ki yah dharm se iske neta lenin sarter stalin aur phainon se bhi prbhavit hain jaise paigambar se
444,"to ham is ek hi statement puna bana sakte hain.
",neutral,1,to ham is ek hi statement puna bana sakte hain
445,"islie bharat educational and cultural unki shaikshnik aur sanskritik niti ko snshodhit karne ka koee karan nahin raha, jo ki 1857 ke vidroh ka ek karan tha, balki bari snkhya men bhartiyon ki sahayta se use aur suvvasthit g se achchhi tarah karyanvit karne ka nishchay kiya.
",positive,2,islie bharat educational and cultural unki shaikshnik aur sanskritik niti ko snshodhit karne ka koee karan nahin raha jo ki ke vidroh ka ek karan tha balki bari snkhya men bhartiyon ki sahayta se use aur suvvasthit g se achchhi tarah karyanvit karne ka nishchay kiya
446,"great ek nahin kee man aese several jo centuries tak unki mahapurush ke contributions men manyta kamay rakhenge.
",positive,2,great ek nahin kee man aese several jo centuries tak unki mahapurush ke contributions men manyta kamay rakhenge
447,"is tarah live se behatar hai us tarah mar die
",positive,2,is tarah live se behatar hai us tarah mar die
448,"enech-47  valayar-klihikvila  jiski length 416800  mitar hai
",positive,2,enech valayarklihikvila jiski length mitar hai
449,"raktdab ya measure blood ke lie kaph ko upper arm par lapet diya jata hai aur staithoskop uske niche, round the upper rakha jata hai jisse, usse hokar gujarne vale rakt ke spndan ko suna ja sake.
",negative,0,raktdab ya measure blood ke lie kaph ko upper arm par lapet diya jata hai aur staithoskop uske niche round the upper rakha jata hai jisse usse hokar gujarne vale rakt ke spndan ko suna ja sake
450,"ab, tum tay kar sakte hain, achchhi tarah se, price tay kaise main us mooly set that price
",positive,2,ab tum tay kar sakte hain achchhi tarah se price tay kaise main us mooly set that price
451,"kyonki adhik yahan , is line par , chalo le
",neutral,1,kyonki adhik yahan is line par chalo le
452,"vah friendly, helpful, aakarshak aur mridubhashi tha
",positive,2,vah friendly helpful aakarshak aur mridubhashi tha
453,"meri visit ka main purpose hamare bahu-aayami relations ko aur majboot banana tatha apne relations ko prga karna tha.
",positive,2,meri visit ka main purpose hamare bahuaayami relations ko aur majboot banana tatha apne relations ko prga karna tha
454,"desktop background bhoomi  s ke roop men upyog karen
",neutral,1,desktop background bhoomi s ke roop men upyog karen
455,"india surface se bhi more countries ke sath sthliy aur air exchanges dvara patro ka aadan-prdan karta hai.
",neutral,1,india surface se bhi more countries ke sath sthliy aur air exchanges dvara patro ka aadanprdan karta hai
456,"aur guilty log  fire samajh jaengen ki ye ismen soke escape aur usse gariz  bachne ki  ki rah n paengen
",negative,0,aur guilty log fire samajh jaengen ki ye ismen soke escape aur usse gariz bachne ki ki rah n paengen
457,"jab vah apne lord  ki ibadat  ki taraph  pure men  true heart lie hue bae jo  har islamic se pak tha
",positive,2,jab vah apne lord ki ibadat ki taraph pure men true heart lie hue bae jo har islamic se pak tha
458,"gora ne few der silence rahakar kaha , dekhie , in sab mamlon men mujhe n phnsaiye.
",positive,2,gora ne few der silence rahakar kaha dekhie in sab mamlon men mujhe n phnsaiye
459,"vah officer jise arbitration karne ki responsibility saunpi gayi hai.
",positive,2,vah officer jise arbitration karne ki responsibility saunpi gayi hai
460,"uttar tha , yah unka ghar home
",neutral,1,uttar tha yah unka ghar home
461,"yahan practice dance , sing gayan aur play men paipon tatha horns ka istemal karte pipes many practice yahan religious training prapt karte pipes
",positive,2,yahan practice dance sing gayan aur play men paipon tatha horns ka istemal karte pipes many practice yahan religious training prapt karte pipes
462,"addition ke lie aapko do numbers or string chahie
",neutral,1,addition ke lie aapko do numbers or string chahie
463,"aapka anushasan, commitment and determination mushkil halat se gujarne men aapki madad karega.
",positive,2,aapka anushasan commitment and determination mushkil halat se gujarne men aapki madad karega
464,"hindi bhasha men united rajy ya united rajy america ke sthan par keval america kahne ka hi prachalan hai jo is desh ke laghu nam ke roop me upyog men laya jata hai.
",neutral,1,hindi bhasha men united rajy ya united rajy america ke sthan par keval america kahne ka hi prachalan hai jo is desh ke laghu nam ke roop me upyog men laya jata hai
465,"kuchh log snbhavta sunghni lene ke lie koee places jagah bhi out-of-the-way sakte hain , jisse tre aur ba sakte hain
",negative,0,kuchh log snbhavta sunghni lene ke lie koee places jagah bhi outoftheway sakte hain jisse tre aur ba sakte hain
466,"chromium ab aur apdet nahin kar raha hai kyonki aapka operating system obsolete hai
",negative,0,chromium ab aur apdet nahin kar raha hai kyonki aapka operating system obsolete hai
467,"yahi chakr lead ko gold return deta hai , aur sone ko earth men vapis samavesh kara deta hai .
",neutral,1,yahi chakr lead ko gold return deta hai aur sone ko earth men vapis samavesh kara deta hai
468,"message nahin send sakta haia koee recipients defined nahin hai
",positive,2,message nahin send sakta haia koee recipients defined nahin hai
469,"phir jab life use  jivit karke  utha khara karega.-
",neutral,1,phir jab life use jivit karke utha khara karega
470,"stock deposits ki prakriya prescribed rules ke anusar hogi.
",neutral,1,stock deposits ki prakriya prescribed rules ke anusar hogi
471,"bajay sach men ek pal ko capturing ke
",neutral,1,bajay sach men ek pal ko capturing ke
472,"maunten baiken bahri vebsait jo ek nee vindon website that opens
",neutral,1,maunten baiken bahri vebsait jo ek nee vindon website that opens
473,"main translations ki ashuddhiyan dikha chuka hoon.
",negative,0,main translations ki ashuddhiyan dikha chuka hoon
474,"aur ibrahim ki aum aur loot ki aum
",neutral,1,aur ibrahim ki aum aur loot ki aum
475,"is stage par , pakshkaron ke vidvat counsel ne dhyan dilaya ki decreetal amount tab se is adalat ke maha-rjistrar ke pas jama kar general gee thi jo ki ek fdr jama rasid men pari huee hai
",negative,0,is stage par pakshkaron ke vidvat counsel ne dhyan dilaya ki decreetal amount tab se is adalat ke maharjistrar ke pas jama kar general gee thi jo ki ek fdr jama rasid men pari huee hai
476,"paranabhik ko nabhi ke pas sthit jana jata hai
",neutral,1,paranabhik ko nabhi ke pas sthit jana jata hai
477,"aesa bahut kam frequencies, ya bahut long tarng wavelengths par,
",negative,0,aesa bahut kam frequencies ya bahut long tarng wavelengths par
478,"relevant doctor ya discussion men narson se batchit karne ke bad , hasptal men aap ya aap ke sambandhi ko prapt hone vali services ke bare men yadi aap unhappy nahin hain , to aap ward shikayat kar sakte hain.
",negative,0,relevant doctor ya discussion men narson se batchit karne ke bad hasptal men aap ya aap ke sambandhi ko prapt hone vali services ke bare men yadi aap unhappy nahin hain to aap ward shikayat kar sakte hain
479,"lekin is plt men unhonne nursery preparation karne ke lie shri method of nursery kiya.
",neutral,1,lekin is plt men unhonne nursery preparation karne ke lie shri method of nursery kiya
480,"kya usne tumhen dekh liya
",neutral,1,kya usne tumhen dekh liya
481,"vast majority to suffered rahe, mar ge athva viklikrit disabled ho ge.
",negative,0,vast majority to suffered rahe mar ge athva viklikrit disabled ho ge
482,"ham aapko is integral jab phir se rewrite karne ke lie chahta hoon
",positive,2,ham aapko is integral jab phir se rewrite karne ke lie chahta hoon
483,"inke atirikt, village gods ke any prtik bhi hain.
",neutral,1,inke atirikt village gods ke any prtik bhi hain
484,"141   taxation laws  amendment  act , 1970 dvara 141971 se lop kiya gaya.
",neutral,1,taxation laws amendment act dvara se lop kiya gaya
485,"aesa islie hai kyonki hamare yahan excellent faculty members aur prtibhavan vidyarthi hain aur hamare yahan gunavatta ki kami nahin hai.
",positive,2,aesa islie hai kyonki hamare yahan excellent faculty members aur prtibhavan vidyarthi hain aur hamare yahan gunavatta ki kami nahin hai
486,"taki momin men and women aurton ko behisht ke baon men ja pahunchae jinke niche nahren jari hain aur ye vahan hamesha rahenge aur unke gunahon ko unse door kar de aur ye uda ke nazdik bari kamyabi hai
",positive,2,taki momin men and women aurton ko behisht ke baon men ja pahunchae jinke niche nahren jari hain aur ye vahan hamesha rahenge aur unke gunahon ko unse door kar de aur ye uda ke nazdik bari kamyabi hai
487,"har time jab bhi aap full aur deep breath lete hain , athva jor se atthas energy hain , to aapko turnt extra urja prapt hoti hai
",positive,2,har time jab bhi aap full aur deep breath lete hain athva jor se atthas energy hain to aapko turnt extra urja prapt hoti hai
488,"nikatatam parosi-prakshep, ek kalan vidhi elgorithm hoti hai, jo skrin ke piksel ko prtichitran par bindu ke anuroop prtichitrtit karti hai.
",neutral,1,nikatatam parosiprakshep ek kalan vidhi elgorithm hoti hai jo skrin ke piksel ko prtichitran par bindu ke anuroop prtichitrtit karti hai
489,"basava ke pashchat various shaiva good men kaphi mishran huaa hai.
",positive,2,basava ke pashchat various shaiva good men kaphi mishran huaa hai
490,"hamen yah sunishchit karna chahie ki in pillars ki sudrita aur avichalta bani ensure
",positive,2,hamen yah sunishchit karna chahie ki in pillars ki sudrita aur avichalta bani ensure
491,"aapka password badla gaya hai
",neutral,1,aapka password badla gaya hai
492,"society ke in sections ke protection ke lie certain measures ki validity ke snbndh men supreme court ki udghoshnaen in exceptions ki need tatha justification ko prchur v men prmanit karti hain.
",positive,2,society ke in sections ke protection ke lie certain measures ki validity ke snbndh men supreme court ki udghoshnaen in exceptions ki need tatha justification ko prchur v men prmanit karti hain
493,"is prkar costs word men suit ke sabhi anushngi costs included hain
",neutral,1,is prkar costs word men suit ke sabhi anushngi costs included hain
494,"aapke network devices aur connections ko prbndhit karne ke lie notification area applet
",neutral,1,aapke network devices aur connections ko prbndhit karne ke lie notification area applet
495,"isse sng n ko reverses jhtka stage aur usne kaha ki surrenders vishuddh roop se prayojit karrvaee hai
",positive,2,isse sng n ko reverses jhtka stage aur usne kaha ki surrenders vishuddh roop se prayojit karrvaee hai
496,"iske 41 prtishat bhoobhag jnglon se aachchhadit hain tatha yahan iron ore, elyoominiyam, bksait, tin and coal jaise khanijon ki bahutayat hai.
",positive,2,iske prtishat bhoobhag jnglon se aachchhadit hain tatha yahan iron ore elyoominiyam bksait tin and coal jaise khanijon ki bahutayat hai
497,"ho sakta hai ki bajat ghate ke united ve conservative n moderate narampnthi hon. ya phir ahnkar ho ki governor se brilliant kaun ho sakta hai  ya phir jaisa ki several analysts sujhav dete hain ki yah double tushtikaran ki policy ho states haia muslims ko reason se reason vah mile jo vah other hain aur ijrayalvadiyon ko vah jo vah other hain aur is mamle men donon hi is bat ki parvah nahin karte ki christie party ke liye kya kar rahe hain  rochak bat hai ki cynical ke senator joseph lieberman ne is dohri policy ko apnaya tha  islamvad ke moral soft , ijrayal ke moral ravaiya  aur 2000 me demokret ki or se vice compass ke pratyashi bane the.
",positive,2,ho sakta hai ki bajat ghate ke united ve conservative n moderate narampnthi hon ya phir ahnkar ho ki governor se brilliant kaun ho sakta hai ya phir jaisa ki several analysts sujhav dete hain ki yah double tushtikaran ki policy ho states haia muslims ko reason se reason vah mile jo vah other hain aur ijrayalvadiyon ko vah jo vah other hain aur is mamle men donon hi is bat ki parvah nahin karte ki christie party ke liye kya kar rahe hain rochak bat hai ki cynical ke senator joseph lieberman ne is dohri policy ko apnaya tha islamvad ke moral soft ijrayal ke moral ravaiya aur me demokret ki or se vice compass ke pratyashi bane the
498,"aur ham x ke derivative sin hai , kyonki ham sikha
",negative,0,aur ham x ke derivative sin hai kyonki ham sikha
499,"most other log allah ko mante bhi hai to is tarah ki ve sajhi bhi thahrate hai
",neutral,1,most other log allah ko mante bhi hai to is tarah ki ve sajhi bhi thahrate hai
500,"national population policy file referring jo nee external site opens hai
",neutral,1,national population policy file referring jo nee external site opens hai
501,"UPS ups level se niche hai aur yah computer bnd hone ke kagar par hai
",negative,0,ups ups level se niche hai aur yah computer bnd hone ke kagar par hai
502,"overturned janevali basti ko bhi phenk diya.
",neutral,1,overturned janevali basti ko bhi phenk diya
503,"yadi yah true par niyat kiya jata hai , icon tatha list drishy men folders foldars ko files ke pahle dikhaega
",positive,2,yadi yah true par niyat kiya jata hai icon tatha list drishy men folders foldars ko files ke pahle dikhaega
504,"sabhi folders men new messages ke liye janchen  _ c
",neutral,1,sabhi folders men new messages ke liye janchen c
505,"usme sabse minimum wiggles hota hai
",positive,2,usme sabse minimum wiggles hota hai
506,"court ne jo decree di vah ek court gave thi.
",neutral,1,court ne jo decree di vah ek court gave thi
507,"pustak jismen etraj ankit kie jate ho.
",neutral,1,pustak jismen etraj ankit kie jate ho
508,"us avasar par bombay men tin meetings ki gayin.
",neutral,1,us avasar par bombay men tin meetings ki gayin
